GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
ng-nexus-core,com.evolvsys.nexuse2e.core.parameter.converter,TypeConverter,0,14,0,0,0,3,0,2,0,2
ng-nexus-core,com.evolvsys.nexuse2e.core.parameter.converter,BigDecimalTypeConverter,0,31,0,2,0,6,0,6,0,5
ng-nexus-core,com.evolvsys.nexuse2e.core.parameter.converter,KeyValuePairListTrimmedConverter,13,129,3,11,5,39,6,17,3,13
ng-nexus-core,com.evolvsys.nexuse2e.core.parameter.converter,StringTypeConverter,0,25,0,2,0,9,0,6,0,5
ng-nexus-core,com.evolvsys.nexuse2e.core.parameter.converter,LongTypeConverter,0,33,0,6,0,6,0,8,0,5
ng-nexus-core,com.evolvsys.nexuse2e.core.parameter.converter,ActionInfoTypeConverter,0,27,0,4,0,6,0,7,0,5
ng-nexus-core,com.evolvsys.nexuse2e.core.parameter.converter,BooleanTypeConverter,0,33,0,4,0,8,0,7,0,5
ng-nexus-core,com.evolvsys.nexuse2e.core.parameter.converter,SupportServiceTypeConverter,9,93,0,10,3,24,0,14,0,9
ng-nexus-core,com.evolvsys.nexuse2e.core.parameter.converter,LargeStringTypeConverter,0,23,0,2,0,8,0,5,0,4
ng-nexus-core,com.evolvsys.nexuse2e.core.dashboard.service,DashboardService,0,20,0,0,0,4,0,4,0,4
ng-nexus-core,com.evolvsys.nexuse2e.core.dashboard.service,DashboardGraphQLService,20,0,0,0,4,0,4,0,4,0
ng-nexus-core,com.evolvsys.nexuse2e.core.partner.validation,DefaultLocalIdentityConstraintValidator,13,25,3,3,1,4,3,3,1,2
ng-nexus-core,com.evolvsys.nexuse2e.core.partner.validation,ValidPartnerHasRoutesConstraintValidator,3,14,1,3,1,3,1,2,0,1
ng-nexus-core,com.evolvsys.nexuse2e.core.partner.validation,PartnerIdConstraintValidator,12,25,2,2,0,3,2,3,1,2
ng-nexus-core,com.evolvsys.nexuse2e.core.partner.validation,ValidConnectionHasRoutesConstraintValidator,3,14,1,3,1,3,1,2,0,1
ng-nexus-core,com.evolvsys.nexuse2e.core.partner.validation,ConnectionNameConstraintValidator,14,27,2,2,1,4,2,3,1,2
ng-nexus-core,com.evolvsys.nexuse2e.core.partner.validation,ValidPartnerHasMessagesConstraintValidator,3,14,1,3,1,3,1,2,0,1
ng-nexus-core,com.evolvsys.nexuse2e.core.resolver,ErrorMessageResolver,0,22,1,1,0,6,1,2,0,2
ng-nexus-core,com.evolvsys.nexuse2e.core.resolver,MessageResolverFactory,2,50,1,8,0,6,1,6,0,2
ng-nexus-core,com.evolvsys.nexuse2e.core.resolver,ReturnMessageResolver,0,22,0,2,0,6,0,3,0,2
ng-nexus-core,com.evolvsys.nexuse2e.core.resolver,NormalMessageResolver,25,218,3,21,4,57,2,13,0,3
ng-nexus-core,com.evolvsys.nexuse2e.core.resolver,ManualMessageResolver,12,62,1,1,4,13,1,2,0,2
ng-nexus-core,com.evolvsys.nexuse2e.core.resolver,MessageResolver,0,4,0,0,0,1,0,1,0,1
ng-nexus-core,com.evolvsys.nexuse2e.core.resolver,MessageResolverValidator,0,131,0,6,0,34,0,6,0,3
ng-nexus-core,com.evolvsys.nexuse2e.core.filter,BooleanQueryDelegateUtils,2,15,1,4,1,5,1,3,0,1
ng-nexus-core,com.evolvsys.nexuse2e.core.filter,BooleanFilterType,0,21,0,0,0,4,0,1,0,1
ng-nexus-core,com.evolvsys.nexuse2e.core.config.handler.partner,PartnerCertificateContainerConfigHandler,21,102,6,8,4,28,6,4,1,2
ng-nexus-core,com.evolvsys.nexuse2e.core.config.handler.partner,PartnerConnectionConfigHandler,26,103,1,3,7,27,3,7,2,6
ng-nexus-core,com.evolvsys.nexuse2e.core.config.handler.partner,PartnerConfigHandler,0,190,0,8,0,43,0,16,0,12
ng-nexus-core,com.evolvsys.nexuse2e.core.choreography.service,ChoreographyBatchLoader,0,5,0,0,0,2,0,1,0,1
ng-nexus-core,com.evolvsys.nexuse2e.core.choreography.service,ChoreographyGraphQLService,0,70,0,0,0,13,0,10,0,10
ng-nexus-core,com.evolvsys.nexuse2e.core.choreography.service,ChoreographyService,4,107,0,0,1,35,1,5,1,5
ng-nexus-core,com.evolvsys.nexuse2e.core.choreography.service,ChoreographyFactory,0,32,0,0,0,7,0,3,0,3
ng-nexus-core,com.evolvsys.nexuse2e.core.system,SystemInitializer,0,52,3,5,0,13,3,3,0,2
ng-nexus-core,com.evolvsys.nexuse2e.core.system,SystemInfoService,50,256,7,5,6,61,6,21,1,20
ng-nexus-core,com.evolvsys.nexuse2e.core.system,SystemInfoGraphQLService,4,0,0,0,1,0,1,0,1,0
ng-nexus-core,com.evolvsys.nexuse2e.core.pipeline.action,PipelineActionType,0,41,0,0,0,13,0,2,0,2
ng-nexus-core,com.evolvsys.nexuse2e.core.pipeline.action,PipelineRearrangePipeletsAction.new ProcessParameter() {...},0,3,0,0,0,1,0,1,0,1
ng-nexus-core,com.evolvsys.nexuse2e.core.pipeline.action,PipelineRemovePipeletAction.new ProcessParameter() {...},0,3,0,0,0,1,0,1,0,1
ng-nexus-core,com.evolvsys.nexuse2e.core.pipeline.action,PipelineRearrangePipeletsAction,0,61,0,4,0,12,0,6,0,4
ng-nexus-core,com.evolvsys.nexuse2e.core.pipeline.action,PipelineRemovePipeletAction,0,51,0,2,0,10,0,5,0,4
ng-nexus-core,com.evolvsys.nexuse2e.core.pipeline.action,PipelineAddPipeletAction,0,45,0,0,0,10,0,3,0,3
ng-nexus-core,com.evolvsys.nexuse2e.core.pipeline.action,PipelineAddPipeletAction.new ProcessParameter() {...},0,3,0,0,0,1,0,1,0,1
ng-nexus-core,com.evolvsys.nexuse2e.core.keyvalue.persistence.service,KeyValuePropertyAccessInterceptor,0,3,0,0,0,1,0,1,0,1
ng-nexus-core,com.evolvsys.nexuse2e.core.keyvalue.persistence.service,KeyValuePropertyGraphQLService,23,0,0,0,5,0,4,0,4,0
ng-nexus-core,com.evolvsys.nexuse2e.core.keyvalue.persistence.service,KeyValuePropertyService,12,38,0,0,1,10,1,4,1,4
ng-nexus-core,com.evolvsys.nexuse2e.impl.service.inbound,SftpPollingService,89,895,15,45,29,267,18,31,3,15
ng-nexus-core,com.evolvsys.nexuse2e.impl.service.inbound,SftpDirEntryWrapper,0,22,0,0,0,6,0,2,0,2
ng-nexus-core,com.evolvsys.nexuse2e.impl.service.inbound,SftpClientConfig.SftpClientConfigBuilder,0,6,0,0,0,2,0,1,0,1
ng-nexus-core,com.evolvsys.nexuse2e.impl.service.inbound,HttpPollingService,189,759,21,25,50,210,20,20,2,15
ng-nexus-core,com.evolvsys.nexuse2e.impl.service.inbound,DatabasePollingService,49,375,4,16,18,98,6,15,2,9
ng-nexus-core,com.evolvsys.nexuse2e.impl.service.inbound,SortingDirection,0,15,0,0,0,3,0,1,0,1
ng-nexus-core,com.evolvsys.nexuse2e.impl.service.inbound,SftpSortingAttribute.new SftpSortingAttribute() {...},0,15,0,0,0,4,0,3,0,3
ng-nexus-core,com.evolvsys.nexuse2e.impl.service.inbound,SftpSortingAttribute.new SftpSortingAttribute() {...},0,14,0,0,0,4,0,3,0,3
ng-nexus-core,com.evolvsys.nexuse2e.impl.service.inbound,SftpSortingAttribute.new SftpSortingAttribute() {...},0,15,0,0,0,4,0,3,0,3
ng-nexus-core,com.evolvsys.nexuse2e.impl.service.inbound,SftpSortingAttribute.new SftpSortingAttribute() {...},1,5,0,0,1,1,1,1,1,1
ng-nexus-core,com.evolvsys.nexuse2e.impl.service.inbound,PostProcessingTask,0,21,0,0,0,4,0,1,0,1
ng-nexus-core,com.evolvsys.nexuse2e.impl.service.inbound,ProcessingBehavior.new ProcessingBehavior() {...},4,6,0,0,2,1,1,1,1,1
ng-nexus-core,com.evolvsys.nexuse2e.impl.service.inbound,ProcessingBehavior.new ProcessingBehavior() {...},0,10,0,0,0,3,0,2,0,2
ng-nexus-core,com.evolvsys.nexuse2e.impl.service.inbound,ProcessingBehavior.new ProcessingBehavior() {...},1,6,0,0,1,1,1,1,1,1
ng-nexus-core,com.evolvsys.nexuse2e.impl.service.inbound,ProcessingBehavior.new ProcessingBehavior() {...},0,10,0,0,0,3,0,2,0,2
ng-nexus-core,com.evolvsys.nexuse2e.impl.service.inbound,ProcessingBehavior.new ProcessingBehavior() {...},4,6,0,0,2,1,1,1,1,1
ng-nexus-core,com.evolvsys.nexuse2e.impl.service.inbound,SftpSortingAttribute,0,27,0,0,0,5,0,1,0,1
ng-nexus-core,com.evolvsys.nexuse2e.impl.service.inbound,ProcessingBehavior,40,52,0,0,12,12,0,3,0,3
ng-nexus-core,com.evolvsys.nexuse2e.impl.service.inbound,ProcessingBehavior.Timing,0,15,0,0,0,3,0,1,0,1
ng-nexus-core,com.evolvsys.nexuse2e.impl.service.inbound,SftpClientWrapper,104,273,10,20,42,77,10,15,0,10
ng-nexus-core,com.evolvsys.nexuse2e.impl.service.inbound,SFTPTransactionContext,0,8,0,0,0,2,0,1,0,1
ng-nexus-core,com.evolvsys.nexuse2e.impl.service.inbound,HttpReceiverService,320,861,27,53,94,235,24,31,2,13
ng-nexus-core,com.evolvsys.nexuse2e.impl.service.inbound,DirectoryScannerService,97,558,10,24,29,161,10,16,1,8
ng-nexus-core,com.evolvsys.nexuse2e.impl.service.inbound,SftpUtils,43,137,2,14,12,44,2,14,0,8
ng-nexus-core,com.evolvsys.nexuse2e.core.partner,PartnerFactory,0,26,0,0,0,5,0,3,0,3
ng-nexus-core,com.evolvsys.nexuse2e.core.partner,ConnectionFactory,13,4,0,0,2,1,1,1,1,1
ng-nexus-core,com.evolvsys.nexuse2e.impl.pipelet.debug,TrackingPipelet,0,41,0,0,0,12,0,4,0,4
ng-nexus-core,com.evolvsys.nexuse2e.core.manualaction.repository,ManualActionQueryDelegate,0,77,6,6,0,16,6,1,0,1
ng-nexus-core,com.evolvsys.nexuse2e.core.manualaction.repository,ManualActionRepository,9,0,0,0,2,0,1,0,1,0
ng-nexus-core,com.evolvsys.nexuse2e.core.manualaction.repository,PurgeResultConverter,0,40,0,4,0,12,0,4,0,2
ng-nexus-core,com.evolvsys.nexuse2e.impl.pipelet.http.soap,WsSecurityRulePipelet,36,105,3,3,13,41,2,5,0,4
ng-nexus-core,com.evolvsys.nexuse2e.impl.pipelet.http.soap,SoapPackagerPipelet,60,90,0,0,28,36,0,3,0,3
ng-nexus-core,com.evolvsys.nexuse2e.impl.pipelet.http.soap,WsSecurityRulePipelet.new CallbackHandler() {...},0,56,2,6,0,9,2,4,0,2
ng-nexus-core,com.evolvsys.nexuse2e.impl.pipelet.http.soap,SoapUnpackagerPipelet,68,116,1,1,33,37,1,4,0,4
ng-nexus-core,com.evolvsys.nexuse2e.core.service.http.client.reactive,SslContextFactory,8,47,2,4,2,15,2,3,0,2
ng-nexus-core,com.evolvsys.nexuse2e.core.service.http.client.reactive,NexusWebClientFactory,10,23,0,0,5,6,0,3,0,3
ng-nexus-core,com.evolvsys.nexuse2e.core.service.http.client.reactive,HttpClientFactory,0,74,0,8,0,20,0,8,0,4
ng-nexus-core,com.evolvsys.nexuse2e.impl.pipelet.common,CopyPayloadMetaDataPipelet,0,177,0,14,0,44,0,12,0,5
ng-nexus-core,com.evolvsys.nexuse2e.impl.pipelet.common,XPathToMetaDataPipelet,5,164,1,7,0,50,2,7,1,4
ng-nexus-core,com.evolvsys.nexuse2e.impl.pipelet.common,PersistentTimestampPipelet,0,76,0,0,0,25,0,4,0,4
ng-nexus-core,com.evolvsys.nexuse2e.impl.pipelet.common,ContextToPayloadPipelet,40,13,5,1,7,5,3,3,0,3
ng-nexus-core,com.evolvsys.nexuse2e.impl.pipelet.common,XPathToPayloadPipelet,54,222,1,9,20,76,1,8,0,4
ng-nexus-core,com.evolvsys.nexuse2e.impl.pipelet.common,MetaDataDuplicationCheckPipelet,0,167,0,6,0,55,0,8,0,5
ng-nexus-core,com.evolvsys.nexuse2e.impl.pipelet.common,JsonToMetaDataTraversal,3,153,1,13,1,45,1,14,0,6
ng-nexus-core,com.evolvsys.nexuse2e.impl.pipelet.common,SleepingPipelet,25,22,0,0,10,9,1,3,1,3
ng-nexus-core,com.evolvsys.nexuse2e.impl.pipelet.common,XSDSchemaValidationPipelet,23,133,4,4,6,51,3,6,0,5
ng-nexus-core,com.evolvsys.nexuse2e.impl.pipelet.common,JsonToMetaDataPipelet,0,113,0,4,0,42,0,6,0,4
ng-nexus-core,com.evolvsys.nexuse2e.impl.pipelet.common,PersistentCountingPipelet,0,141,0,0,0,41,0,5,0,5
ng-nexus-core,com.evolvsys.nexuse2e.impl.pipelet.common,PayloadTransformerPipelet.Encoding,0,15,0,0,0,3,0,1,0,1
ng-nexus-core,com.evolvsys.nexuse2e.impl.pipelet.common,FileSavePipelet,5,112,1,3,1,36,1,5,0,4
ng-nexus-core,com.evolvsys.nexuse2e.impl.pipelet.common,XPathToRoutingParamsPipelet,14,290,1,9,4,92,2,11,1,7
ng-nexus-core,com.evolvsys.nexuse2e.impl.pipelet.common,UnZipPipelet,12,136,2,8,6,36,2,7,0,4
ng-nexus-core,com.evolvsys.nexuse2e.impl.pipelet.common,ZipPipelet,107,330,21,23,31,114,20,9,0,7
ng-nexus-core,com.evolvsys.nexuse2e.impl.pipelet.common,MetaDataPipelet,0,78,1,5,0,23,1,5,0,3
ng-nexus-core,com.evolvsys.nexuse2e.impl.pipelet.common,ParamsToMetaDataPipelet,6,129,3,9,1,29,3,11,0,8
ng-nexus-core,com.evolvsys.nexuse2e.impl.pipelet.common,PayloadTransformerPipelet,0,213,1,7,0,68,1,8,0,5
ng-nexus-core,com.evolvsys.nexuse2e.impl.pipelet.common,PayloadMetadataToMessagePipelet,0,142,0,12,0,40,0,11,0,5
ng-nexus-core,com.evolvsys.nexuse2e.impl.pipelet.common,RhinoPipelet,23,17,0,0,4,8,1,2,1,2
ng-nexus-core,com.evolvsys.nexuse2e.core.route.security,RouteAccessInterceptor,0,3,0,0,0,1,0,1,0,1
ng-nexus-core,com.evolvsys.nexuse2e.core.manualaction.security,PurgeManualActionAccessInterceptor,0,3,0,0,0,1,0,1,0,1
ng-nexus-core,com.evolvsys.nexuse2e.core.manualaction.security,MessageActionManualActionAccessInterceptor,0,3,0,0,0,1,0,1,0,1
ng-nexus-core,com.evolvsys.nexuse2e.core.manualaction.security,ConfigImportManualActionAccessInterceptor,0,3,0,0,0,1,0,1,0,1
ng-nexus-core,com.evolvsys.nexuse2e.core.manualaction.security,ManualActionAccessInterceptor,0,3,0,0,0,1,0,1,0,1
ng-nexus-core,com.evolvsys.nexuse2e.core.manualaction.security,BaseManualActionAccessInterceptor,0,20,0,2,0,8,0,3,0,2
ng-nexus-core,com.evolvsys.nexuse2e.core.keyvalue,KeyValueUpdateEventListener,0,20,1,3,0,5,1,4,0,3
ng-nexus-core,com.evolvsys.nexuse2e.core.keyvalue,KeyValueLookup,0,14,0,2,0,3,0,3,0,2
ng-nexus-core,com.evolvsys.nexuse2e.core.keyvalue,KeyValueService,26,205,2,12,8,53,2,14,0,9
ng-nexus-core,com.evolvsys.nexuse2e.core.keyvalue,DefaultKeyValueProvider,0,51,0,2,0,13,0,7,0,6
ng-nexus-core,com.evolvsys.nexuse2e.core.action,Action,9,5,3,1,1,1,3,1,1,1
ng-nexus-core,com.evolvsys.nexuse2e.core.action,ActionFactory,0,66,1,7,0,12,1,9,0,6
ng-nexus-core,com.evolvsys.nexuse2e.core.model.entity,AcknowledgmentStatus,0,21,0,0,0,4,0,1,0,1
ng-nexus-core,com.evolvsys.nexuse2e.core.model.entity,ConversationStatus,0,39,0,0,0,7,0,1,0,1
ng-nexus-core,com.evolvsys.nexuse2e.core.keyvalue.persistence.repository,KeyValuePropertyRepository,9,0,0,0,1,0,1,0,1,0
ng-nexus-core,com.evolvsys.nexuse2e.core.keyvalue.persistence.repository,KeyValuePropertyQueryDelegate,0,45,4,4,0,9,4,1,0,1
ng-nexus-core,com.evolvsys.nexuse2e.core.logging.mapper,LogFilterCacheMapper,0,3,0,0,0,1,0,1,0,1
ng-nexus-core,com.evolvsys.nexuse2e.core.logging.mapper,LogMapper,12,7,0,0,1,3,1,2,1,2
ng-nexus-core,com.evolvsys.nexuse2e.core.logging.mapper,LogFilterMapper,12,7,0,0,1,3,1,2,1,2
ng-nexus-core,com.evolvsys.nexuse2e.core.service.action,ServiceStartAction,2,17,0,0,1,4,1,1,1,1
ng-nexus-core,com.evolvsys.nexuse2e.core.service.action,ServiceStopAction,2,17,0,0,1,4,1,1,1,1
ng-nexus-core,com.evolvsys.nexuse2e.core.service.action,ServiceRunOnceValidCheck,0,27,0,0,0,6,0,4,0,4
ng-nexus-core,com.evolvsys.nexuse2e.core.service.action,ServiceRunOnceAction,9,22,0,0,3,6,1,2,1,2
ng-nexus-core,com.evolvsys.nexuse2e.core.service.action,ServiceActionType,16,51,4,0,0,18,4,2,2,2
ng-nexus-core,com.evolvsys.nexuse2e.core.action.security,ActionAccessInterceptor,0,3,0,0,0,1,0,1,0,1
ng-nexus-core,com.evolvsys.nexuse2e,NexusAutoConfiguration,0,3,0,0,0,1,0,1,0,1
ng-nexus-core,com.evolvsys.nexuse2e,NexusApp,5,3,0,0,2,1,1,1,1,1
ng-nexus-core,com.evolvsys.nexuse2e.core.manualaction.mapper,MessageActionManualActionMapper,12,7,0,0,1,3,1,2,1,2
ng-nexus-core,com.evolvsys.nexuse2e.core.manualaction.mapper,ConfigImportManualActionMapper,12,70,0,4,1,14,1,6,1,4
ng-nexus-core,com.evolvsys.nexuse2e.core.manualaction.mapper,ManualActionMapper,12,3,0,0,2,1,2,1,2,1
ng-nexus-core,com.evolvsys.nexuse2e.core.manualaction.mapper,PurgeManualActionMapper,12,7,0,0,1,3,1,2,1,2
ng-nexus-core,com.evolvsys.nexuse2e.core.exception,NexusRuntimeException,0,17,0,0,0,7,0,3,0,3
ng-nexus-core,com.evolvsys.nexuse2e.core.exception,MessageNotFoundException,25,0,0,0,9,0,2,0,2,0
ng-nexus-core,com.evolvsys.nexuse2e.core.exception,NexusException,0,17,0,0,0,7,0,3,0,3
ng-nexus-core,com.evolvsys.nexuse2e.core.file,TempFileCleanupService.TempFileCleanupVisitor,24,82,4,14,7,22,4,10,1,4
ng-nexus-core,com.evolvsys.nexuse2e.core.file,TempFileCleanupService,15,48,2,2,6,11,3,3,1,3
ng-nexus-core,com.evolvsys.nexuse2e.core.service.repository,ServiceQueryDelegate,0,45,0,8,0,9,0,5,0,1
ng-nexus-core,com.evolvsys.nexuse2e.core.service.repository,ServiceRepository,15,0,2,0,4,0,2,0,1,0
ng-nexus-core,com.evolvsys.nexuse2e.core.service.repository,CustomServiceRepositoryImpl,0,41,0,0,0,8,0,1,0,1
ng-nexus-core,com.evolvsys.nexuse2e.core.system.service,NexusConfigGraphQLService,4,0,0,0,1,0,1,0,1,0
ng-nexus-core,com.evolvsys.nexuse2e.core.system.service,NexusConfigService,11,0,0,0,4,0,1,0,1,0
ng-nexus-core,com.evolvsys.nexuse2e.core.action.action,ActionRemoveRouteAction,36,5,2,0,6,1,4,1,3,1
ng-nexus-core,com.evolvsys.nexuse2e.core.action.action,ActionAddRouteAction.new ProcessParameter() {...},0,3,0,0,0,1,0,1,0,1
ng-nexus-core,com.evolvsys.nexuse2e.core.action.action,ActionLinkRouteAction.new ProcessParameter() {...},0,3,0,0,0,1,0,1,0,1
ng-nexus-core,com.evolvsys.nexuse2e.core.action.action,ActionRemoveRouteAction.new ProcessParameter() {...},0,3,0,0,0,1,0,1,0,1
ng-nexus-core,com.evolvsys.nexuse2e.core.action.action,ActionLinkRouteAction,57,5,2,0,15,1,4,1,3,1
ng-nexus-core,com.evolvsys.nexuse2e.core.action.action,ActionAddRouteAction,50,8,4,0,11,2,4,1,2,1
ng-nexus-core,com.evolvsys.nexuse2e.core.action.action,ActionActionType,0,41,0,0,0,13,0,2,0,2
ng-nexus-core,com.evolvsys.nexuse2e.core.choreography.validation,ValidChoreographyHasConversationsConstraintValidator,3,13,1,3,1,3,1,2,0,1
ng-nexus-core,com.evolvsys.nexuse2e.core.choreography.validation,ValidChoreographyHasActionsConstraintValidator,3,13,1,3,1,3,1,2,0,1
ng-nexus-core,com.evolvsys.nexuse2e.core.choreography.validation,ChoreographyNameConstraintValidator,12,25,2,2,0,3,2,3,1,2
ng-nexus-core,com.evolvsys.nexuse2e.core.message.manual.repository,CustomManualMessageRepositoryImpl,161,0,0,0,28,0,3,0,3,0
ng-nexus-core,com.evolvsys.nexuse2e.core.message.manual.repository,QCustomManualMessageRepositoryImpl_ManualMessageRoutingInfo,40,0,0,0,2,0,1,0,1,0
ng-nexus-core,com.evolvsys.nexuse2e.core.message.manual.repository,CustomManualMessageRepositoryImpl.ManualMessageRoutingInfo,46,0,0,0,9,0,2,0,2,0
ng-nexus-core,com.evolvsys.nexuse2e.core.pipeline,PipelineBatchLoader,0,5,0,0,0,2,0,1,0,1
ng-nexus-core,com.evolvsys.nexuse2e.core.pipeline,PipelineFactory,47,49,0,2,9,12,2,4,2,3
ng-nexus-core,com.evolvsys.nexuse2e.core.message.service,MessageGraphQLService,191,4,8,0,39,1,21,1,17,1
ng-nexus-core,com.evolvsys.nexuse2e.core.message.service,MessageService,29,116,0,4,8,35,2,7,2,5
ng-nexus-core,com.evolvsys.nexuse2e.core.message.service,MessageMetaDataBatchLoader,0,7,0,0,0,2,0,1,0,1
ng-nexus-core,com.evolvsys.nexuse2e.core.message.service,ConversationService,21,25,0,0,5,7,3,2,3,2
ng-nexus-core,com.evolvsys.nexuse2e.core.message.service,MessageDataService,0,9,0,0,0,2,0,1,0,1
ng-nexus-core,com.evolvsys.nexuse2e.core.message.service,MessagePayloadBatchLoader,12,7,0,0,1,2,1,1,1,1
ng-nexus-core,com.evolvsys.nexuse2e.core.message.service,ConversationPartnersBatchLoader.CustomTransformer,97,0,2,0,17,0,3,0,2,0
ng-nexus-core,com.evolvsys.nexuse2e.core.message.service,MessageBatchLoader,0,5,0,0,0,2,0,1,0,1
ng-nexus-core,com.evolvsys.nexuse2e.core.message.service,ConversationPartnersBatchLoader,80,0,2,0,12,0,4,0,3,0
ng-nexus-core,com.evolvsys.nexuse2e.core.message.service,ConversationMessageBatchLoader,9,7,0,0,1,2,1,1,1,1
ng-nexus-core,com.evolvsys.nexuse2e.core.message.service,ConversationGraphQLService,75,0,0,0,11,0,10,0,10,0
ng-nexus-core,com.evolvsys.nexuse2e.core.message.service,ContextConversationFactory,0,22,0,0,0,4,0,2,0,2
ng-nexus-core,com.evolvsys.nexuse2e.core.message.service,MessageSenderService,0,43,0,4,0,12,0,4,0,2
ng-nexus-core,com.evolvsys.nexuse2e.core.logging.security,LogAccessInterceptor,17,3,2,0,7,1,2,1,1,1
ng-nexus-core,com.evolvsys.nexuse2e.core.logging.security,LogFilterAccessInterceptor,0,3,0,0,0,1,0,1,0,1
ng-nexus-core,com.evolvsys.nexuse2e.core.certificate.mapper,CertificateInfoMapper,96,121,6,0,33,17,10,14,7,14
ng-nexus-core,com.evolvsys.nexuse2e.core.certificate.mapper,CertificateMapper,99,10,2,0,31,4,5,2,4,2
ng-nexus-core,com.evolvsys.nexuse2e.core.certificate.mapper,CertificateContainerMapper,14,12,1,1,1,4,2,3,1,3
ng-nexus-core,com.evolvsys.nexuse2e.core.certificate.mapper,CertificateContainerKeyMapper,56,40,2,4,20,12,4,5,2,4
ng-nexus-core,com.evolvsys.nexuse2e.core.component,ComponentFactory,13,186,1,11,2,41,2,14,1,9
ng-nexus-core,com.evolvsys.nexuse2e.core.component,Pipelet,0,3,0,0,0,1,0,1,0,1
ng-nexus-core,com.evolvsys.nexuse2e.core.component,ComponentRegistry,8,349,4,24,3,91,4,24,0,14
ng-nexus-core,com.evolvsys.nexuse2e.core.component,Service,2,2,0,0,2,2,2,2,2,2
ng-nexus-core,com.evolvsys.nexuse2e.core.component,ComponentType,0,27,0,0,0,5,0,1,0,1
ng-nexus-core,com.evolvsys.nexuse2e.core.component,SupportService,2,0,0,0,1,0,1,0,1,0
ng-nexus-core,com.evolvsys.nexuse2e.core.message.metadata,ZonedDateTimeMetaDataConverter,0,12,0,0,0,5,0,4,0,4
ng-nexus-core,com.evolvsys.nexuse2e.core.message.metadata,JsonMetaDataConverter,51,48,0,0,20,16,0,4,0,4
ng-nexus-core,com.evolvsys.nexuse2e.core.message.metadata,BigDecimalMetaDataConverter,0,12,0,0,0,5,0,4,0,4
ng-nexus-core,com.evolvsys.nexuse2e.core.message.metadata,IntegerMetaDataConverter,4,21,2,2,1,6,2,4,0,4
ng-nexus-core,com.evolvsys.nexuse2e.core.message.metadata,StringMetaDataConverter,0,12,0,0,0,5,0,4,0,4
ng-nexus-core,com.evolvsys.nexuse2e.core.message.metadata,PayloadMetaDataConverter,0,77,0,4,0,20,0,5,0,3
ng-nexus-core,com.evolvsys.nexuse2e.core.message.metadata,MediaTypeMetaDataConverter,0,14,0,0,0,5,0,4,0,4
ng-nexus-core,com.evolvsys.nexuse2e.core.message.metadata,BooleanMetaDataConverter,0,12,0,0,0,5,0,4,0,4
ng-nexus-core,com.evolvsys.nexuse2e.core.message.metadata,MetaDataConverterService,26,105,0,2,6,26,2,10,2,9
ng-nexus-core,com.evolvsys.nexuse2e.core.message.metadata,DoubleMetaDataConverter,0,36,0,6,0,8,0,8,0,5
ng-nexus-core,com.evolvsys.nexuse2e.core.message.metadata,TypeSafeMetaDataConverter,0,23,0,0,0,6,0,5,0,5
ng-nexus-core,com.evolvsys.nexuse2e.core.message.metadata,LongMetaDataConverter,0,12,0,0,0,5,0,4,0,4
ng-nexus-core,com.evolvsys.nexuse2e.core.message.dispatcher,InboundNormalDispatcher,0,42,0,2,0,12,0,3,0,2
ng-nexus-core,com.evolvsys.nexuse2e.core.message.dispatcher,InboundMessageDispatcher,26,26,1,2,10,5,1,3,0,2
ng-nexus-core,com.evolvsys.nexuse2e.core.message.dispatcher,OutboundMessageDispatcher,64,216,1,11,15,52,1,12,0,7
ng-nexus-core,com.evolvsys.nexuse2e.core.message.dispatcher,OutboundMessageActionDispatcher,0,100,0,4,0,31,0,5,0,3
ng-nexus-core,com.evolvsys.nexuse2e.core.message.dispatcher,OutboundAcknowledgmentDispatcher,38,153,1,5,13,41,2,7,1,5
ng-nexus-core,com.evolvsys.nexuse2e.core.message.dispatcher,ReturnDispatcher,44,45,7,1,14,11,4,2,0,2
ng-nexus-core,com.evolvsys.nexuse2e.core.message.dispatcher,InboundAcknowledgmentDispatcher,0,13,0,0,0,4,0,2,0,2
ng-nexus-core,com.evolvsys.nexuse2e.core.component.mapper,ComponentMapper,0,3,0,0,0,1,0,1,0,1
ng-nexus-core,com.evolvsys.nexuse2e.core.parameter.model,ActionInfo,15,24,1,1,5,4,1,2,0,2
ng-nexus-core,com.evolvsys.nexuse2e.core.message.security,ConversationAccessInterceptor,0,3,0,0,0,1,0,1,0,1
ng-nexus-core,com.evolvsys.nexuse2e.core.message.security,MessageAccessInterceptor,0,3,0,0,0,1,0,1,0,1
ng-nexus-core,com.evolvsys.nexuse2e.core.message.security,MetaDataAccessInterceptor,0,3,0,0,0,1,0,1,0,1
ng-nexus-core,com.evolvsys.nexuse2e.core.model.dto,NexusTenantRelation,3,0,0,0,1,0,1,0,1,0
ng-nexus-core,com.evolvsys.nexuse2e.core.route.repository,CustomRouteRepositoryImpl,0,104,0,0,0,21,0,2,0,2
ng-nexus-core,com.evolvsys.nexuse2e.core.route.repository,RouteQueryDelegate,0,109,4,4,0,18,4,2,0,2
